timestamp,Tair,Rhair,CO2air,Tot_PAR,Tout,Rhout,Iglob,PARout,PipeLow,PipeGrow,VentLee,Ventwind,AssimLight,EnScr,BlackScr,co2_dos,Heat_cons,ElecHigh,ElecLow,CO2_cons,cost_heating,cost_elec,cost_co2,cost_total,carbon_heating,carbon_elec,carbon_co2,carbon_total
2020-01-15 00:00:00,18.75830325657726,74.34617634637806,445.0,0.0,3.9220217105150734,91.30881731890274,0.0,0.0,45.0,0.0,10.0,8.0,0.0,80.0,100.0,0.0,0.005304630445910803,0.0,0.0,0.0,4.402843270105967e-05,0.0,0.0,4.402843270105967e-05,0.000297059304971005,0.0,0.0,0.000297059304971005
2020-01-15 00:05:00,20.165812279604083,74.27694107710245,445.0,0.0,3.993167840229294,90.81044261067916,0.0,0.0,55.0,7.0,0.0,0.0,0.0,80.0,100.0,0.0,0.009046221439847136,0.0,0.0,0.0,7.508363795073124e-05,0.0,0.0,7.508363795073124e-05,0.0005065884006314397,0.0,0.0,0.0005065884006314397
2020-01-15 00:10:00,20.806068595722856,74.22155286168196,445.0,0.0,3.467405851908465,88.33988202494062,0.0,0.0,50.0,5.0,0.0,0.0,0.0,80.0,100.0,0.0,0.007830607860050853,0.0,0.0,0.0,6.499404523842208e-05,0.0,0.0,6.499404523842208e-05,0.0004385140401628478,0.0,0.0,0.0004385140401628478
2020-01-15 00:15:00,18.47701817493672,74.47035791671917,440.5,0.0,4.591202981927676,88.65578136867987,0.0,0.0,45.0,0.0,10.0,8.0,0.0,80.0,100.0,0.0,0.005044393284805903,0.0,0.0,0.0,4.1868464263889e-05,0.0,0.0,4.1868464263889e-05,0.0002824860239491306,0.0,0.0,0.0002824860239491306
2020-01-15 00:20:00,19.968912722455705,74.37628633337533,440.5,0.0,2.827205716633855,94.50919896462624,0.0,0.0,55.0,7.0,0.0,0.0,0.0,80.0,100.0,0.0,0.009823529522244096,0.0,0.0,0.0,8.1535295034626e-05,0.0,0.0,8.1535295034626e-05,0.0005501176532456694,0.0,0.0,0.0005501176532456694
2020-01-15 00:25:00,20.668238905718994,74.30102906670027,440.5,0.0,4.135748664589492,87.90880117171675,0.0,0.0,50.0,5.0,0.0,0.0,0.0,80.0,100.0,0.0,0.007459306297450282,0.0,0.0,0.0,6.191224226883734e-05,0.0,0.0,6.191224226883734e-05,0.00041772115265721583,0.0,0.0,0.00041772115265721583
2020-01-15 00:30:00,18.11515532709291,74.45478003582613,436.45,0.0,2.684159526316437,84.69783912329625,0.0,0.0,45.0,0.0,10.0,8.0,0.0,80.0,100.0,0.0,0.005786021295321385,0.0,0.0,0.0,4.8023976751167494e-05,0.0,0.0,4.8023976751167494e-05,0.00032401719253799755,0.0,0.0,0.00032401719253799755
2020-01-15 00:35:00,19.715608728965037,74.36382402866091,436.45,0.0,2.257500655227679,87.57874042477115,0.0,0.0,55.0,7.0,0.0,0.0,0.0,80.0,100.0,0.0,0.01020333289651488,0.0,0.0,0.0,8.468766304107351e-05,0.0,0.0,8.468766304107351e-05,0.0005713866422048333,0.0,0.0,0.0005713866422048333
2020-01-15 00:40:00,20.490926110275527,74.29105922292874,436.45,0.0,1.634296054996684,83.09302599260613,0.0,0.0,50.0,5.0,0.0,0.0,0.0,80.0,100.0,0.0,0.008849002191668509,0.0,0.0,0.0,7.344671819084863e-05,0.0,0.0,7.344671819084863e-05,0.0004955441227334365,0.0,0.0,0.0004955441227334365
2020-01-15 00:45:00,21.033648277192867,74.232847378343,436.45,0.0,2.483087968590987,88.36423165067194,0.0,0.0,50.0,5.0,0.0,0.0,0.0,80.0,100.0,0.0,0.008377451128560563,0.0,0.0,0.0,6.953284436705267e-05,0.0,0.0,6.953284436705267e-05,0.0004691372631993915,0.0,0.0,0.0004691372631993915
2020-01-15 00:50:00,18.509843301627274,74.47836235126609,432.805,0.0,3.975578327808001,88.60422242958421,0.0,0.0,45.0,0.0,10.0,8.0,0.0,80.0,100.0,0.0,0.0052838028725191106,0.0,0.0,0.0,4.385556384190862e-05,0.0,0.0,4.385556384190862e-05,0.0002958929608610702,0.0,0.0,0.0002958929608610702
2020-01-15 00:55:00,19.99189031113909,74.38268988101287,432.805,0.0,3.3181004388387256,90.9693401949537,0.0,0.0,55.0,7.0,0.0,0.0,0.0,80.0,100.0,0.0,0.009496266374107516,0.0,0.0,0.0,7.881901090509239e-05,0.0,0.0,7.881901090509239e-05,0.0005317909169500209,0.0,0.0,0.0005317909169500209
2020-01-15 01:00:00,20.684323217797363,74.30615190481029,432.805,0.0,3.430115469771675,87.82980841346237,0.0,0.0,50.0,5.0,0.0,0.0,0.0,80.0,100.0,0.0,0.007851324739015736,0.0,0.0,0.0,6.51659953338306e-05,0.0,0.0,6.51659953338306e-05,0.0004396741853848812,0.0,0.0,0.0004396741853848812
2020-01-15 01:05:00,18.24615440354029,74.54923937667499,429.5245,0.0,3.498510891678283,89.21589264133732,0.0,0.0,45.0,0.0,10.0,8.0,0.0,80.0,100.0,0.0,0.005469329097680667,0.0,0.0,0.0,4.539543151074953e-05,0.0,0.0,4.539543151074953e-05,0.00030628242947011735,0.0,0.0,0.00030628242947011735
2020-01-15 01:10:00,19.807308082478205,74.43939150134,429.5245,0.0,2.744429886077709,87.39785588763907,0.0,0.0,55.0,7.0,0.0,0.0,0.0,80.0,100.0,0.0,0.009878713409281526,0.0,0.0,0.0,8.199332129703666e-05,0.0,0.0,8.199332129703666e-05,0.0005532079509197655,0.0,0.0,0.0005532079509197655
2020-01-15 01:15:00,20.555115657734742,74.351513201072,429.5245,0.0,2.123969275232733,86.49093360061038,0.0,0.0,50.0,5.0,0.0,0.0,0.0,80.0,100.0,0.0,0.008576961513759593,0.0,0.0,0.0,7.118878056420462e-05,0.0,0.0,7.118878056420462e-05,0.0004803098447705372,0.0,0.0,0.0004803098447705372
2020-01-15 01:20:00,17.756421658911115,74.60755946746235,426.57205,0.0,0.7073869810467222,90.31744533023738,0.0,0.0,45.0,0.0,10.0,8.0,0.0,80.0,100.0,0.0,0.006554766174037385,0.0,0.0,0.0,5.4404559244510296e-05,0.0,0.0,5.4404559244510296e-05,0.00036706690574609356,0.0,0.0,0.00036706690574609356
2020-01-15 01:25:00,19.80949516123778,74.48604757396988,426.57205,0.0,3.2821876248692816,89.90584200462847,0.0,0.0,60.0,10.0,0.0,0.0,0.0,80.0,100.0,0.0,0.011900260312608931,0.0,0.0,0.0,9.877216059465413e-05,0.0,0.0,9.877216059465413e-05,0.0006664145775061002,0.0,0.0,0.0006664145775061002
